timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Filename,Latency,Encoding,Hostname,IdleTime,Connect
1482520732668,0,Home Page,200,OK,grupo1 1-1,text,true,,11631,183,1,1,http://192.168.56.103/,,0,UTF-8,alvarogl-SATELLITE-S50-B,0,0
1482520732668,1,Home Page,200,OK,grupo1 1-1,text,true,,11631,183,1,1,http://192.168.56.103/,,1,UTF-8,alvarogl-SATELLITE-S50-B,0,0
1482520732669,1,Home Page,200,OK,grupo1 1-1,text,true,,11631,183,1,1,http://192.168.56.103/,,1,UTF-8,alvarogl-SATELLITE-S50-B,0,0
1482520732670,0,Home Page,200,OK,grupo1 1-1,text,true,,11631,183,1,1,http://192.168.56.103/,,0,UTF-8,alvarogl-SATELLITE-S50-B,0,0
1482520732670,1,Home Page,200,OK,grupo1 1-1,text,true,,11631,183,1,1,http://192.168.56.103/,,1,UTF-8,alvarogl-SATELLITE-S50-B,0,0
1482520732671,0,Home Page,200,OK,grupo1 1-1,text,true,,11631,183,1,1,http://192.168.56.103/,,0,UTF-8,alvarogl-SATELLITE-S50-B,0,0
1482520732671,1,Home Page,200,OK,grupo1 1-1,text,true,,11631,183,1,1,http://192.168.56.103/,,1,UTF-8,alvarogl-SATELLITE-S50-B,0,0
1482520732672,0,Home Page,200,OK,grupo1 1-1,text,true,,11631,183,1,1,http://192.168.56.103/,,0,UTF-8,alvarogl-SATELLITE-S50-B,0,0
1482520732672,0,Home Page,200,OK,grupo1 1-1,text,true,,11631,183,1,1,http://192.168.56.103/,,0,UTF-8,alvarogl-SATELLITE-S50-B,0,0
1482520732673,0,Home Page,200,OK,grupo1 1-1,text,true,,11631,183,1,1,http://192.168.56.103/,,0,UTF-8,alvarogl-SATELLITE-S50-B,0,0
1482520732673,1,Home Page,200,OK,grupo1 1-1,text,true,,11631,183,1,1,http://192.168.56.103/,,1,UTF-8,alvarogl-SATELLITE-S50-B,0,0
1482520732674,1,Home Page,200,OK,grupo1 1-1,text,true,,11631,183,1,1,http://192.168.56.103/,,1,UTF-8,alvarogl-SATELLITE-S50-B,0,0
1482520732675,0,Home Page,200,OK,grupo1 1-1,text,true,,11631,183,1,1,http://192.168.56.103/,,0,UTF-8,alvarogl-SATELLITE-S50-B,0,0
1482520732675,1,Home Page,200,OK,grupo1 1-1,text,true,,11631,183,1,1,http://192.168.56.103/,,1,UTF-8,alvarogl-SATELLITE-S50-B,0,0
1482520732676,0,Home Page,200,OK,grupo1 1-1,text,true,,11631,183,1,1,http://192.168.56.103/,,0,UTF-8,alvarogl-SATELLITE-S50-B,0,0
1482520732676,1,Home Page,200,OK,grupo1 1-1,text,true,,11631,183,1,1,http://192.168.56.103/,,1,UTF-8,alvarogl-SATELLITE-S50-B,0,0
1482520732677,0,Home Page,200,OK,grupo1 1-1,text,true,,11631,183,1,1,http://192.168.56.103/,,0,UTF-8,alvarogl-SATELLITE-S50-B,0,0
1482520732677,1,Home Page,200,OK,grupo1 1-1,text,true,,11631,183,1,1,http://192.168.56.103/,,1,UTF-8,alvarogl-SATELLITE-S50-B,0,0
1482520732678,0,Home Page,200,OK,grupo1 1-1,text,true,,11631,183,1,1,http://192.168.56.103/,,0,UTF-8,alvarogl-SATELLITE-S50-B,0,0
1482520732678,1,Home Page,200,OK,grupo1 1-1,text,true,,11631,183,1,1,http://192.168.56.103/,,1,UTF-8,alvarogl-SATELLITE-S50-B,0,0
1482520732679,0,Home Page,200,OK,grupo1 1-1,text,true,,11631,183,1,1,http://192.168.56.103/,,0,UTF-8,alvarogl-SATELLITE-S50-B,0,0
1482520732679,1,Home Page,200,OK,grupo1 1-1,text,true,,11631,183,1,1,http://192.168.56.103/,,1,UTF-8,alvarogl-SATELLITE-S50-B,0,0
1482520732680,0,Home Page,200,OK,grupo1 1-1,text,true,,11631,183,1,1,http://192.168.56.103/,,0,UTF-8,alvarogl-SATELLITE-S50-B,0,0
1482520732680,1,Home Page,200,OK,grupo1 1-1,text,true,,11631,183,1,1,http://192.168.56.103/,,1,UTF-8,alvarogl-SATELLITE-S50-B,0,0
1482520732681,0,Home Page,200,OK,grupo1 1-1,text,true,,11631,183,1,1,http://192.168.56.103/,,0,UTF-8,alvarogl-SATELLITE-S50-B,0,0
1482520732681,1,Home Page,200,OK,grupo1 1-1,text,true,,11630,183,1,1,http://192.168.56.103/,,1,UTF-8,alvarogl-SATELLITE-S50-B,0,0
1482520732682,0,Home Page,200,OK,grupo1 1-1,text,true,,11630,183,1,1,http://192.168.56.103/,,0,UTF-8,alvarogl-SATELLITE-S50-B,0,0
1482520732682,1,Home Page,200,OK,grupo1 1-1,text,true,,11630,183,1,1,http://192.168.56.103/,,1,UTF-8,alvarogl-SATELLITE-S50-B,0,0
1482520732683,0,Home Page,200,OK,grupo1 1-1,text,true,,11630,183,1,1,http://192.168.56.103/,,0,UTF-8,alvarogl-SATELLITE-S50-B,0,0
1482520732683,1,Home Page,200,OK,grupo1 1-1,text,true,,11630,183,1,1,http://192.168.56.103/,,1,UTF-8,alvarogl-SATELLITE-S50-B,0,0
1482520732684,0,Home Page,200,OK,grupo1 1-1,text,true,,11630,183,1,1,http://192.168.56.103/,,0,UTF-8,alvarogl-SATELLITE-S50-B,0,0
1482520732685,0,Home Page,200,OK,grupo1 1-1,text,true,,11630,183,1,1,http://192.168.56.103/,,0,UTF-8,alvarogl-SATELLITE-S50-B,0,0
1482520732685,1,Home Page,200,OK,grupo1 1-1,text,true,,11630,183,1,1,http://192.168.56.103/,,1,UTF-8,alvarogl-SATELLITE-S50-B,0,0
1482520732686,0,Home Page,200,OK,grupo1 1-1,text,true,,11630,183,1,1,http://192.168.56.103/,,0,UTF-8,alvarogl-SATELLITE-S50-B,0,0
1482520732686,1,Home Page,200,OK,grupo1 1-1,text,true,,11595,183,1,1,http://192.168.56.103/,,1,UTF-8,alvarogl-SATELLITE-S50-B,0,0
1482520732687,1,Home Page,200,OK,grupo1 1-1,text,true,,11632,183,1,1,http://192.168.56.103/,,1,UTF-8,alvarogl-SATELLITE-S50-B,0,0
1482520732688,0,Home Page,200,OK,grupo1 1-1,text,true,,11631,183,1,1,http://192.168.56.103/,,0,UTF-8,alvarogl-SATELLITE-S50-B,0,0
1482520732688,1,Home Page,200,OK,grupo1 1-1,text,true,,11631,183,1,1,http://192.168.56.103/,,1,UTF-8,alvarogl-SATELLITE-S50-B,0,0
1482520732689,1,Home Page,200,OK,grupo1 1-1,text,true,,11631,183,1,1,http://192.168.56.103/,,1,UTF-8,alvarogl-SATELLITE-S50-B,0,0
1482520732690,1,Home Page,200,OK,grupo1 1-1,text,true,,11631,183,1,1,http://192.168.56.103/,,1,UTF-8,alvarogl-SATELLITE-S50-B,0,0
1482520732691,0,Home Page,200,OK,grupo1 1-1,text,true,,11631,183,1,1,http://192.168.56.103/,,0,UTF-8,alvarogl-SATELLITE-S50-B,0,0
1482520732691,1,Home Page,200,OK,grupo1 1-1,text,true,,11631,183,1,1,http://192.168.56.103/,,1,UTF-8,alvarogl-SATELLITE-S50-B,0,0
1482520732692,0,Home Page,200,OK,grupo1 1-1,text,true,,11631,183,1,1,http://192.168.56.103/,,0,UTF-8,alvarogl-SATELLITE-S50-B,0,0
1482520732692,1,Home Page,200,OK,grupo1 1-1,text,true,,11631,183,1,1,http://192.168.56.103/,,1,UTF-8,alvarogl-SATELLITE-S50-B,0,0
1482520732693,0,Home Page,200,OK,grupo1 1-1,text,true,,11631,183,1,1,http://192.168.56.103/,,0,UTF-8,alvarogl-SATELLITE-S50-B,0,0
